location,sex,age_interval,cause_id,year,val,last_update
Lebanon,Male,50-54 years,492,2005,50.55203376,12/31/2019
Lebanon,Female,50-54 years,492,2005,39.63151581,12/31/2019
Lebanon,Male,50-54 years,492,2006,49.43248972,12/31/2019
Lebanon,Female,50-54 years,492,2006,38.36304501,12/31/2019
Lebanon,Male,50-54 years,492,2007,48.72015515,12/31/2019
Lebanon,Female,50-54 years,492,2007,37.90164314,12/31/2019
Lebanon,Male,50-54 years,492,2008,48.57901714,12/31/2019
Lebanon,Female,50-54 years,492,2008,38.43406406,12/31/2019
Lebanon,Male,50-54 years,492,2009,49.43502029,12/31/2019
Lebanon,Female,50-54 years,492,2009,40.08009397,12/31/2019
Lebanon,Male,50-54 years,492,2010,50.76710027,12/31/2019
